Iso_Idxs,Value,Unc,RefRemarks,Refs,Term,Include,Table
"055128,055133",0.1131,0.023,nannan,,R055133**2-R055128**2,nan,ois
"055129,055133",0.0561,0.02,nannan,,R055133**2-R055129**2,nan,ois
"055130,055133",0.0465,0.015,nannan,,R055133**2-R055130**2,nan,ois
"055131,055133",0.0141,0.011,nannan,,R055133**2-R055131**2,nan,ois
"055132,055133",0.0369,0.005,nannan,,R055133**2-R055132**2,nan,ois
"055133,055134",-0.0096,0.006,nannan,,R055134**2-R055133**2,nan,ois
"055133,055135",0.025,0.01,nannan,,R055135**2-R055133**2,nan,ois
"055133,055136",0.0168,0.023,nannan,,R055136**2-R055133**2,nan,ois
"055133,055137",0.0821,0.02,nannan,,R055137**2-R055133**2,nan,ois
"055133,055138",0.2023,0.019999999999999997,nannan,,R055138**2-R055133**2,nan,ois
"055133,055139",0.3604,0.05,nannan,,R055139**2-R055133**2,nan,ois
"055133,055140",0.4869,0.072,nannan,,R055140**2-R055133**2,nan,ois
"055133,055141",0.6159,0.095,nannan,,R055141**2-R055133**2,nan,ois
"055133,055142",0.7454,0.12000000000000001,nannan,,R055142**2-R055133**2,nan,ois
"055133,055143",0.8798,0.139,nannan,,R055143**2-R055133**2,nan,ois
"055133,055144",0.9669,0.15,nannan,,R055144**2-R055133**2,nan,ois
"055133,055145",1.0953,0.18,nannan,,R055145**2-R055133**2,nan,ois
"055133,055146",1.185,0.182,nannan,,R055146**2-R055133**2,nan,ois
"056120,056138",0.262,0.028200000000000003,Ot89nan,,R056138**2-R056120**2,nan,ois
"056121,056138",0.184,0.0204,"(Ea88,nan",,R056138**2-R056121**2,nan,ois
"056122,056138",0.204,0.0234,Be79)nan,,R056138**2-R056122**2,nan,ois
"056123,056138",0.22,0.025,nannan,,R056138**2-R056123**2,nan,ois
"056124,056138",0.175,0.019500000000000003,nannan,,R056138**2-R056124**2,nan,ois
"056125,056138",0.182,0.020200000000000003,nannan,,R056138**2-R056125**2,nan,ois
"056126,056138",0.142,0.0162,nannan,,R056138**2-R056126**2,nan,ois
"056127,056138",0.158,0.017800000000000003,nannan,,R056138**2-R056127**2,nan,ois
"056128,056138",0.111,0.0121,nannan,,R056138**2-R056128**2,nan,ois
"056129,056138",0.118,0.012799999999999999,nannan,,R056138**2-R056129**2,nan,ois
"056130,056138",0.086,0.009600000000000001,nannan,,R056138**2-R056130**2,nan,ois
"056131,056138",0.093,0.0103,nannan,,R056138**2-R056131**2,nan,ois
"056132,056138",0.068,0.0078000000000000005,nannan,,R056138**2-R056132**2,nan,ois
"056133,056138",0.084,0.009400000000000002,nannan,,R056138**2-R056133**2,nan,ois
"056134,056138",0.049,0.005900000000000001,nannan,,R056138**2-R056134**2,nan,ois
"056135,056138",0.074,0.008400000000000001,nannan,,R056138**2-R056135**2,nan,ois
"056136,056138",0.039,0.0049,nannan,,R056138**2-R056136**2,nan,ois
"056137,056138",0.057,0.0067,nannan,,R056138**2-R056137**2,nan,ois
"056138,056139",0.123,0.0133,nannan,,R056139**2-R056138**2,nan,ois
"056138,056140",0.278,0.028800000000000006,nannan,,R056140**2-R056138**2,nan,ois
"056138,056141",0.391,0.040100000000000004,nannan,,R056141**2-R056138**2,nan,ois
"056138,056142",0.525,0.0545,nannan,,R056142**2-R056138**2,nan,ois
"056138,056143",0.648,0.06680000000000001,nannan,,R056143**2-R056138**2,nan,ois
"056138,056144",0.786,0.0806,nannan,,R056144**2-R056138**2,nan,ois
"056138,056145",0.886,0.09060000000000001,nannan,,R056145**2-R056138**2,nan,ois
"056138,056146",1.011,0.1031,nannan,,R056146**2-R056138**2,nan,ois
"056138,056148",1.245,0.1275,nannan,,R056148**2-R056138**2,nan,ois
"057137,057139",0.05594983969328459,0.033323936123406464,Au87nan,,R057139**2-R057137**2,nan,ois
"057138,057139",0.08270715564141977,0.01895977268344252,nannan,,R057139**2-R057138**2,nan,ois
"058136,058140",0.031,0.004,Ch03nan,,R058140**2-R058136**2,nan,ois
"058138,058140",0.033,0.004,nannan,,R058140**2-R058138**2,nan,ois
"058140,058142",0.281,0.016,nannan,,R058142**2-R058140**2,nan,ois
"058140,058144",0.513,0.026000000000000002,nannan,,R058144**2-R058140**2,nan,ois
"058140,058146",0.793,0.03,nannan,,R058146**2-R058140**2,nan,ois
"058140,058148",1.089,0.04,nannan,,R058148**2-R058140**2,nan,ois
"060132,060142",-0.047,0.0327,Ot89nan,,R060142**2-R060132**2,nan,ois
"060134,060142",-0.005,0.0205,"(Al87,nan",,R060142**2-R060134**2,nan,ois
"060135,060142",0.035,0.0345,Ki73)nan,,R060142**2-R060135**2,nan,ois
"060136,060142",0.011,0.0261,nannan,,R060142**2-R060136**2,nan,ois
"060137,060142",0.04,0.019,nannan,,R060142**2-R060137**2,nan,ois
"060138,060142",-0.006,0.0206,nannan,,R060142**2-R060138**2,nan,ois
"060139,060142",0.044,0.0174,nannan,,R060142**2-R060139**2,nan,ois
"060140,060142",0.021,0.027100000000000003,nannan,,R060142**2-R060140**2,nan,ois
"060141,060142",0.062,0.019200000000000002,nannan,,R060142**2-R060141**2,nan,ois
"060142,060143",0.122,0.0172,nannan,,R060143**2-R060142**2,nan,ois
"060142,060144",0.278,0.030800000000000004,nannan,,R060144**2-R060142**2,nan,ois
"060142,060145",0.385,0.043500000000000004,nannan,,R060145**2-R060142**2,nan,ois
"060142,060146",0.537,0.0577,nannan,,R060146**2-R060142**2,nan,ois
"060142,060148",0.823,0.0863,nannan,,R060148**2-R060142**2,nan,ois
"060142,060150",1.205,0.1255,nannan,,R060150**2-R060142**2,nan,ois
"062138,062144",-0.073,0.0183,Ot89nan,,R062144**2-R062138**2,nan,ois
"062139,062144",-0.031,0.0141,(Al87)nan,,R062144**2-R062139**2,nan,ois
"062140,062144",-0.04,0.015,nannan,,R062144**2-R062140**2,nan,ois
"062141,062144",0.043,0.0223,nannan,,R062144**2-R062141**2,nan,ois
"062142,062144",0.006,0.0096,nannan,,R062144**2-R062142**2,nan,ois
"062143,062144",0.043,0.0153,nannan,,R062144**2-R062143**2,nan,ois
"062144,062145",0.123,0.0193,nannan,,R062145**2-R062144**2,nan,ois
"062144,062146",0.266,0.0366,nannan,,R062146**2-R062144**2,nan,ois
"062144,062147",0.365,0.0645,nannan,,R062147**2-R062144**2,nan,ois
"062144,062148",0.517,0.0787,nannan,,R062148**2-R062144**2,nan,ois
"062144,062149",0.609,0.08990000000000001,nannan,,R062149**2-R062144**2,nan,ois
"062144,062150",0.82,0.113,nannan,,R062150**2-R062144**2,nan,ois
"062144,062151",0.981,0.1381,nannan,,R062151**2-R062144**2,nan,ois
"062144,062152",1.243,0.16230000000000003,nannan,,R062152**2-R062144**2,nan,ois
"062144,062153",1.339,0.1359,nannan,,R062153**2-R062144**2,nan,ois
"062144,062154",1.473,0.18730000000000002,nannan,,R062154**2-R062144**2,nan,ois
"063137,063145",-0.09641553002666713,0.05357765990275298,Ba04Syst 5%,,R063145**2-R063137**2,nan,ois
"063138,063145",-0.11429556386535215,0.045221507134639974,Ot89  Signs: Ah85 Fig. 5.,,R063145**2-R063138**2,nan,ois
"063139,063145",-0.109,0.0439,"(Ah85,nan",,R063145**2-R063139**2,nan,ois
"063140,063145",-0.033,0.015300000000000001,Al87)nan,,R063145**2-R063140**2,nan,ois
"063141,063145",-0.035,0.0125,nannan,,R063145**2-R063141**2,nan,ois
"063142,063145",0.054,0.0154,nannan,,R063145**2-R063142**2,nan,ois
"063143,063145",0.026,0.0076,nannan,,R063145**2-R063143**2,nan,ois
"063144,063145",0.05,0.011,nannan,,R063145**2-R063144**2,nan,ois
"063145,063146",0.124,0.021400000000000002,nannan,,R063146**2-R063145**2,nan,ois
"063145,063147",0.271,0.0441,nannan,,R063147**2-R063145**2,nan,ois
"063145,063148",0.376,0.0616,nannan,,R063148**2-R063145**2,nan,ois
"063145,063149",0.532,0.0862,nannan,,R063149**2-R063145**2,nan,ois
"063145,063150",0.625,0.1015,nannan,,R063150**2-R063145**2,nan,ois
"063145,063151",0.851,0.1361,nannan,,R063151**2-R063145**2,nan,ois
"063151,063152",0.5435449591597431,0.0802185377886661,"Au87: Br81, Ah85nan",,R063152**2-R063151**2,nan,ois
"063151,063153",0.5925820518534817,0.06141791236773742,Al90anan,,R063153**2-R063151**2,nan,ois
"063151,063154",0.7094701486067145,0.11427966026849756,"Au87: Br81, Ah85nan",,R063154**2-R063151**2,nan,ois
"063151,063155",0.694491320784476,0.0791283867084393,Al90anan,,R063155**2-R063151**2,nan,ois
"063151,063156",0.7356816858933576,0.08329093236225518,nannan,,R063156**2-R063151**2,nan,ois
"063151,063157",0.8249359430066271,0.09132777029842301,nannan,,R063157**2-R063151**2,nan,ois
"063151,063158",0.8858488720648328,0.09751154446539119,nannan,,R063158**2-R063151**2,nan,ois
"063151,063159",0.972172817562746,0.10741893309906822,nannan,,R063159**2-R063151**2,nan,ois
"064145,064160",1.8908644750516816,0.032564605632163346,Ba05nan,,R064160**2-R064145**2,nan,ois
"064148,064160",1.62,0.15,Al88bnan,,R064160**2-R064148**2,nan,ois
"064150,064160",1.37,0.14,Fe08Priv. Comm.,,R064160**2-R064150**2,nan,ois
"064146,064154",1.4,0.12,Al88anan,,R064154**2-R064146**2,nan,ois
"064152,064154",0.412,0.021997366052440084,Wa90See d<r2> !,,R064154**2-R064152**2,nan,ois
"064154,064156",0.183,0.009642048218502628,nanSpec meth,,R064156**2-R064154**2,nan,ois
"064156,064158",0.137,0.007529027882908456,nannan,,R064158**2-R064156**2,nan,ois
"064158,064160",0.142,0.008530001349571001,nannan,,R064160**2-R064158**2,nan,ois
"064154,064155",0.089,0.005320645780654305,nannan,,R064155**2-R064154**2,nan,ois
"064156,064157",0.027,0.0022060442350236476,nannan,,R064157**2-R064156**2,nan,ois
"065147,065159",1.3950824690613128,0.15522365587450315,AL90Syst 5-10%,,R065159**2-R065147**2,nan,ois
"065148,065159",1.3077262308152604,0.14521464518783478,nannan,,R065159**2-R065148**2,nan,ois
"065149,065159",1.1776350244484695,0.1307528683518591,nannan,,R065159**2-R065149**2,nan,ois
"065150,065159",1.1045336334982025,0.12331103109507913,nannan,,R065159**2-R065150**2,nan,ois
"065151,065159",0.9732688190007377,0.10872477935575314,nannan,,R065159**2-R065151**2,nan,ois
"065152,065159",0.91567341495434,0.10289654188129373,nannan,,R065159**2-R065152**2,nan,ois
"065153,065159",0.654865219868993,0.07588707117182547,nannan,,R065159**2-R065153**2,nan,ois
"065154,065159",0.26630144892852975,0.044943867376496395,nannan,,R065159**2-R065154**2,nan,ois
"065155,065159",0.21052620428958524,0.030863732391370392,nannan,,R065159**2-R065155**2,nan,ois
"065157,065159",0.11372143521265476,0.02000293411975633,nannan,,R065159**2-R065157**2,nan,ois
"066146,066148",0.017,0.0037,Ot89Ref:  A=148 !,,R066148**2-R066146**2,nan,ois
"066148,066149",0.113,0.0233,Ne88bnan,,R066149**2-R066148**2,nan,ois
"066148,066150",0.254,0.0504,nannan,,R066150**2-R066148**2,nan,ois
"066148,066151",0.35,0.07,nannan,,R066151**2-R066148**2,nan,ois
"066148,066152",0.502,0.10020000000000001,nannan,,R066152**2-R066148**2,nan,ois
"066148,066153",0.588,0.11779999999999999,nannan,,R066153**2-R066148**2,nan,ois
"066148,066154",0.799,0.15990000000000001,nannan,,R066154**2-R066148**2,nan,ois
"066148,066155",1.02,0.202,nannan,,R066155**2-R066148**2,nan,ois
"066148,066156",1.19,0.239,nannan,,R066156**2-R066148**2,nan,ois
"066148,066157",1.28,0.258,nannan,,R066157**2-R066148**2,nan,ois
"066148,066158",1.39,0.279,nannan,,R066158**2-R066148**2,nan,ois
"066148,066159",1.4,0.28,nannan,,R066159**2-R066148**2,nan,ois
"066148,066160",1.53,0.30300000000000005,nannan,,R066160**2-R066148**2,nan,ois
"066148,066161",1.56,0.31600000000000006,nannan,,R066161**2-R066148**2,nan,ois
"066148,066162",1.66,0.336,nannan,,R066162**2-R066148**2,nan,ois
"066148,066163",1.71,0.341,nannan,,R066163**2-R066148**2,nan,ois
"066148,066164",1.8,0.36,nannan,,R066164**2-R066148**2,nan,ois
"066156,066158",0.199,0.011077734362942595,Wa90Spec!,,R066158**2-R066156**2,nan,ois
"066158,066160",0.134,0.008953851168269961,nannan,,R066160**2-R066158**2,nan,ois
"066160,066162",0.136,0.00916707061347085,nannan,,R066162**2-R066160**2,nan,ois
"066162,066164",0.126,0.0080582503164956,nannan,,R066164**2-R066162**2,nan,ois
"066160,066161",0.036,0.0024156316372336297,nannan,,R066161**2-R066160**2,nan,ois
"066162,066163",0.041,0.0024170591772565276,nannan,,R066163**2-R066162**2,nan,ois
"067151,067165",1.617,0.16970000000000002,Ot89nan,,R067165**2-R067151**2,nan,ois
"067152,067165",1.406,0.1456,"(Ne88c,nan",,R067165**2-R067152**2,nan,ois
"067153,067165",1.271,0.1341,Al87)nan,,R067165**2-R067153**2,nan,ois
"067154,067165",1.167,0.11970000000000001,nannan,,R067165**2-R067154**2,nan,ois
"067155,067165",0.949,0.0969,nannan,,R067165**2-R067155**2,nan,ois
"067156,067165",0.907,0.09570000000000001,nannan,,R067165**2-R067156**2,nan,ois
"067157,067165",0.49,0.051000000000000004,nannan,,R067165**2-R067157**2,nan,ois
"067158,067165",0.454,0.0494,nannan,,R067165**2-R067158**2,nan,ois
"067159,067165",0.35,0.037000000000000005,nannan,,R067165**2-R067159**2,nan,ois
"067160,067165",0.363,0.0383,nannan,,R067165**2-R067160**2,nan,ois
"067161,067165",0.24,0.026000000000000002,nannan,,R067165**2-R067161**2,nan,ois
"067162,067165",0.207,0.0277,nannan,,R067165**2-R067162**2,nan,ois
"067163,067165",0.117,0.0177,nannan,,R067165**2-R067163**2,nan,ois
"068150,068152",0.253,0.050300000000000004,Ot89Ref:  A=150 !,,R068152**2-R068150**2,nan,ois
"068150,068154",0.499,0.0999,(Ne88b)nan,,R068154**2-R068150**2,nan,ois
"068150,068156",0.76,0.15200000000000002,Prelim. Eval.nan,,R068156**2-R068150**2,nan,ois
"068150,068158",1.05,0.215,nannan,,R068158**2-R068150**2,nan,ois
"068150,068160",1.3,0.26,nannan,,R068160**2-R068150**2,nan,ois
"068150,068162",1.48,0.298,nannan,,R068162**2-R068150**2,nan,ois
"068162,068164",0.107,0.0212,"Ji90""2par"" meth",,R068164**2-R068162**2,nan,ois
"068164,068166",0.105,0.020999999999999998,nannan,,R068166**2-R068164**2,nan,ois
"068166,068167",0.0362,0.007170000000000001,nannan,,R068167**2-R068166**2,nan,ois
"068166,068168",0.105,0.020999999999999998,nannan,,R068168**2-R068166**2,nan,ois
"068168,068170",0.128,0.0252,nannan,,R068170**2-R068168**2,nan,ois
"069153,069169",1.615,0.1925,Ba00nan,,R069169**2-R069153**2,nan,ois
"069154,069169",1.486,0.1676,nanI=2. ground state?,,R069169**2-R069154**2,nan,ois
"069156,069169",1.284,0.13440000000000002,Ot89 (Al87)nan,,R069169**2-R069156**2,nan,ois
"069157,069169",1.1518568047480513,0.06782912211043884,Al88Syst ~5%,,R069169**2-R069157**2,nan,ois
"069158,069169",1.0560819439556919,0.06183018083005119,nannan,,R069169**2-R069158**2,nan,ois
"069159,069169",0.8936934727488275,0.05018514108480416,nannan,,R069169**2-R069159**2,nan,ois
"069160,069169",0.7782902530686046,0.04424022358167912,nannan,,R069169**2-R069160**2,nan,ois
"069161,069169",0.6629220455293245,0.03721947077162456,nannan,,R069169**2-R069161**2,nan,ois
"069162,069169",0.5627712178008843,0.0342179520276943,nannan,,R069169**2-R069162**2,nan,ois
"069163,069169",0.4216694685502737,0.023710081049043676,nannan,,R069169**2-R069163**2,nan,ois
"069164,069169",0.3625466753825187,0.02497584969425149,nannan,,R069169**2-R069164**2,nan,ois
"069165,069169",0.260407821664962,0.015439690686586054,nannan,,R069169**2-R069165**2,nan,ois
"069166,069169",0.218430941498626,0.014392986507533654,nannan,,R069169**2-R069166**2,nan,ois
"069167,069169",0.13129826811058934,0.009908684571495248,nannan,,R069169**2-R069167**2,nan,ois
"069168,069169",0.08836669946293647,0.008856564993025126,nannan,,R069169**2-R069168**2,nan,ois
"069169,069170",0.04967796819198777,0.0078013808868405785,nannan,,R069170**2-R069169**2,nan,ois
"069169,069171",0.1367137507310381,0.013401392720219757,nannan,,R069171**2-R069169**2,nan,ois
"069169,069172",0.15966143364799096,0.03985469157290444,nannan,,R069172**2-R069169**2,nan,ois
"070152,070154",0.36790424152174694,0.049109375342928974,Sp89Error est.,,R070154**2-R070152**2,nan,ois
"070154,070156",0.2778698376164058,0.03966845314514243,Fig.3.nan,,R070156**2-R070154**2,nan,ois
"070155,070168",1.316,0.13960000000000003,Ba00Sysdt error est.,,R070168**2-R070155**2,nan,ois
"070156,070168",1.171,0.1411,Sc91nan,,R070168**2-R070156**2,nan,ois
"070157,070168",1.091,0.1451,nannan,,R070168**2-R070157**2,nan,ois
"070158,070168",0.9554,0.10134000000000001,Ot89nan,,R070168**2-R070158**2,nan,ois
"070159,070168",0.846,0.1076,Sc91nan,,R070168**2-R070159**2,nan,ois
"070160,070168",0.7319,0.07699,(Bu82)nan,,R070168**2-R070160**2,nan,ois
"070161,070168",0.6472,0.06792,nannan,,R070168**2-R070161**2,nan,ois
"070162,070168",0.5157,0.05437,nannan,,R070168**2-R070162**2,nan,ois
"070163,070168",0.434,0.045700000000000005,nannan,,R070168**2-R070163**2,nan,ois
"070164,070168",0.3135,0.034050000000000004,nannan,,R070168**2-R070164**2,nan,ois
"070165,070168",0.2409,0.02569,nannan,,R070168**2-R070165**2,nan,ois
"070166,070168",0.1397,0.01497,nannan,,R070168**2-R070166**2,nan,ois
"070167,070168",0.064,0.0069,nannan,,R070168**2-R070167**2,nan,ois
"070168,070169",0.0517,0.01917,nannan,,R070169**2-R070168**2,nan,ois
"070168,070170",0.1173,0.01293,nannan,,R070170**2-R070168**2,nan,ois
"070168,070171",0.1573,0.01713,nannan,,R070171**2-R070168**2,nan,ois
"070168,070172",0.2279,0.02469,nannan,,R070172**2-R070168**2,nan,ois
"070168,070173",0.2664,0.028940000000000004,nannan,,R070173**2-R070168**2,nan,ois
"070168,070174",0.3144,0.034140000000000004,nannan,,R070174**2-R070168**2,nan,ois
"070168,070175",0.333,0.0463,Sc91nan,,R070175**2-R070168**2,nan,ois
"070168,070176",0.3968,0.04308,nannan,,R070176**2-R070168**2,nan,ois
"071161,071170",1.12,0.11300000000000002,"Ge98""2par"" meth",,R071170**2-R071161**2,nan,ois
"071162,071170",1.011,0.1021,nannan,,R071170**2-R071162**2,nan,ois
"071163,071170",0.835,0.0845,nannan,,R071170**2-R071163**2,nan,ois
"071164,071170",0.721,0.0731,nannan,,R071170**2-R071164**2,nan,ois
"071165,071170",0.561,0.05710000000000001,nannan,,R071170**2-R071165**2,nan,ois
"071166,071170",0.412,0.0422,nannan,,R071170**2-R071166**2,nan,ois
"071167,071170",0.269,0.027900000000000005,nannan,,R071170**2-R071167**2,nan,ois
"071168,071170",0.144,0.0154,nannan,,R071170**2-R071168**2,nan,ois
"071169,071170",0.078,0.0088,nannan,,R071170**2-R071169**2,nan,ois
"071170,071171",0.076,0.0086,nannan,,R071171**2-R071170**2,nan,ois
"071170,071172",0.129,0.013900000000000003,nannan,,R071172**2-R071170**2,nan,ois
"071170,071173",0.225,0.0235,nannan,,R071173**2-R071170**2,nan,ois
"071170,071174",0.286,0.0296,nannan,,R071174**2-R071170**2,nan,ois
"071170,071175",0.356,0.0366,nannan,,R071175**2-R071170**2,nan,ois
"071170,071176",0.397,0.04070000000000001,nannan,,R071176**2-R071170**2,nan,ois
"071170,071177",0.477,0.0487,nannan,,R071177**2-R071170**2,nan,ois
"071170,071178",0.523,0.05330000000000001,nannan,,R071178**2-R071170**2,nan,ois
"071170,071179",0.586,0.0596,nannan,,R071179**2-R071170**2,nan,ois
"072174,072175",-0.010049158640217918,0.01198986470583565,Ji97Calib: Zi94,,R072175**2-R072174**2,nan,ois
"072170,072178",0.4861097530559964,0.05718938980171477,Le99nan,,R072178**2-R072170**2,nan,ois
"072172,072178",0.31379841958237253,0.03733194284969132,nannan,,R072178**2-R072172**2,nan,ois
"072173,072178",0.23633538321933895,0.028315219822464818,nannan,,R072178**2-R072173**2,nan,ois
"072174,072178",0.17381998143932262,0.020857534118685413,nannan,,R072178**2-R072174**2,nan,ois
"072176,072178",0.08692108773827134,0.010957729692940055,nannan,,R072178**2-R072176**2,nan,ois
"072177,072178",0.06376085047182656,0.007598319348473082,nannan,,R072178**2-R072177**2,nan,ois
"072178,072179",0.03713724268782372,0.00482235089275598,nannan,,R072179**2-R072178**2,nan,ois
"072178,072180",0.1018172763953607,0.012512510663597091,nannan,,R072180**2-R072178**2,nan,ois
"072178,072182",0.12758301460612118,0.02471009504561429,An94nan,,R072182**2-R072178**2,nan,ois
"074180,074182",0.07016562812580646,0.015518052878313536,Au87nan,,R074182**2-R074180**2,nan,ois
"074182,074183",0.05314869392918148,0.01075881027688025,nannan,,R074183**2-R074182**2,nan,ois
"074182,074184",0.10095183819326745,0.0192559212408437,nannan,,R074184**2-R074182**2,nan,ois
"074184,074186",0.08712098619873472,0.016282346495922834,nannan,,R074186**2-R074184**2,nan,ois
"075185,075187",0.10751022128517171,0.02060721549284117,Au87nan,,R075187**2-R075185**2,nan,ois
"076184,076186",0.08616943563236149,0.01977747107891717,Au87nan,,R076186**2-R076184**2,nan,ois
"076186,076187",0.024652549338713043,0.007697827067618457,nannan,,R076187**2-R076186**2,nan,ois
"076186,076188",0.08406447298429727,0.01809485338244593,nannan,,R076188**2-R076186**2,nan,ois
"076187,076189",0.08301210413837165,0.01919000254865999,nannan,,R076189**2-R076187**2,nan,ois
"076188,076189",0.023614131763967025,0.0075875706089625124,nannan,,R076189**2-R076188**2,nan,ois
"076188,076190",0.0734771087203016,0.015905551038639495,nannan,,R076190**2-R076188**2,nan,ois
"076190,076192",0.06504831585489954,0.012907342673583198,nannan,,R076192**2-R076190**2,nan,ois
"077182,077191",0.283,0.0343,"Ve06, Tab.5.""2par"" meth",,R077191**2-R077182**2,nan,ois
"077183,077191",0.203,0.024300000000000002,a korábbi nan,,R077191**2-R077183**2,nan,ois
"077184,077191",0.176,0.0206,"Ve99, Fig. 1. nan",,R077191**2-R077184**2,nan,ois
"077185,077191",0.123,0.015300000000000001,helyett !nan,,R077191**2-R077185**2,nan,ois
"077186,077191",0.073,0.011300000000000001,nannan,,R077191**2-R077186**2,nan,ois
"077187,077191",0.168,0.0198,nannan,,R077191**2-R077187**2,nan,ois
"077188,077191",0.14,0.018000000000000002,nannan,,R077191**2-R077188**2,nan,ois
"077189,077191",0.076,0.009600000000000001,nannan,,R077191**2-R077189**2,nan,ois
"077191,077193",0.0691,0.00771,nannan,,R077193**2-R077191**2,nan,ois
"078178,078194",0.529,0.0689,"LB99""2par"" meth",,R078194**2-R078178**2,nan,ois
"078179,078194",0.335,0.05450000000000001,nannan,,R078194**2-R078179**2,nan,ois
"078180,078194",0.36,0.047,nannan,,R078194**2-R078180**2,nan,ois
"078181,078194",0.251,0.0401,nannan,,R078194**2-R078181**2,nan,ois
"078182,078194",0.279,0.0379,nannan,,R078194**2-R078182**2,nan,ois
"078183,078194",0.216,0.0296,nannan,,R078194**2-R078183**2,nan,ois
"078184,078194",0.221,0.0291,nannan,,R078194**2-R078184**2,nan,ois
"078185,078194",0.093,0.016300000000000002,nannan,,R078194**2-R078185**2,nan,ois
"078186,078194",0.203,0.0323,"Hi92""2par"" meth",,R078194**2-R078186**2,nan,ois
"078187,078194",0.175,0.037500000000000006,nannan,,R078194**2-R078187**2,nan,ois
"078188,078194",0.19,0.027000000000000003,nannan,,R078194**2-R078188**2,nan,ois
"078189,078194",0.181,0.031100000000000003,nannan,,R078194**2-R078189**2,nan,ois
"078190,078194",0.132,0.021200000000000004,nannan,,R078194**2-R078190**2,nan,ois
"078191,078194",0.139,0.021900000000000003,nannan,,R078194**2-R078191**2,nan,ois
"078192,078194",0.067,0.0167,nannan,,R078194**2-R078192**2,nan,ois
"078193,078194",0.047,0.0117,nannan,,R078194**2-R078193**2,nan,ois
"078194,078195",0.035,0.007500000000000001,nannan,,R078195**2-R078194**2,nan,ois
"078194,078196",0.074,0.0114,nannan,,R078196**2-R078194**2,nan,ois
"078194,078198",0.154,0.0234,nannan,,R078198**2-R078194**2,nan,ois
"079183,079187",0.13,0.022,Kr88nan,,R079187**2-R079183**2,nan,ois
"079184,079197",0.064,0.0184,LB97nan,,R079197**2-R079184**2,nan,ois
"079185,079197",0.075,0.0165,"Wa89""2par"" meth",,R079197**2-R079185**2,nan,ois
"079186,079197",0.014,0.0094,nannan,,R079197**2-R079186**2,nan,ois
"079187,079197",0.385,0.04750000000000001,nannan,,R079197**2-R079187**2,nan,ois
"079188,079197",0.347,0.0437,nannan,,R079197**2-R079188**2,nan,ois
"079189,079197",0.309,0.0379,nannan,,R079197**2-R079189**2,nan,ois
"079190,079197",0.285,0.034499999999999996,nannan,,R079197**2-R079190**2,nan,ois
"079191,079197",0.2427,0.02847,Pa94nan,,R079197**2-R079191**2,nan,ois
"079192,079197",0.2065,0.024050000000000002,nannan,,R079197**2-R079192**2,nan,ois
"079193,079197",0.162,0.018900000000000004,nannan,,R079197**2-R079193**2,nan,ois
"079194,079197",0.1289,0.014989999999999998,"nan""2par"" meth",,R079197**2-R079194**2,nan,ois
"079195,079197",0.08,0.014,"Sa90""2par"" meth",,R079197**2-R079195**2,nan,ois
"079196,079197",0.043,0.0083,nannan,,R079197**2-R079196**2,nan,ois
"079197,079198",0.031,0.0051,nannan,,R079198**2-R079197**2,nan,ois
"079197,079199",0.089,0.009899999999999999,nannan,,R079199**2-R079197**2,nan,ois
"080181,080198",0.0953,0.012830000000000001,Ot89nan,,R080198**2-R080181**2,nan,ois
"080182,080198",0.6384,0.06713999999999999,Ul86 (Kü77)nan,,R080198**2-R080182**2,nan,ois
"080183,080198",0.0527,0.008570000000000001,nannan,,R080198**2-R080183**2,nan,ois
"080184,080198",0.5337,0.05667,nannan,,R080198**2-R080184**2,nan,ois
"080185,080198",0.0622,0.00952,nannan,,R080198**2-R080185**2,nan,ois
"080186,080198",0.4643,0.049729999999999996,nannan,,R080198**2-R080186**2,nan,ois
"080187,080198",0.4324,0.04654,nannan,,R080198**2-R080187**2,nan,ois
"080188,080198",0.3944,0.04274,nannan,,R080198**2-R080188**2,nan,ois
"080189,080198",0.3793,0.04123,nannan,,R080198**2-R080189**2,nan,ois
"080190,080198",0.3188,0.035179999999999996,nannan,,R080198**2-R080190**2,nan,ois
"080191,080198",0.3041,0.03371,nannan,,R080198**2-R080191**2,nan,ois
"080192,080198",0.2405,0.027350000000000003,nannan,,R080198**2-R080192**2,nan,ois
"080193,080198",0.234,0.026700000000000005,nannan,,R080198**2-R080193**2,nan,ois
"080194,080198",0.1607,0.019370000000000002,nannan,,R080198**2-R080194**2,nan,ois
"080195,080198",0.1234,0.01564,nannan,,R080198**2-R080195**2,nan,ois
"080196,080198",0.0809,0.01139,nannan,,R080198**2-R080196**2,nan,ois
"080197,080198",0.0532,0.00862,nannan,,R080198**2-R080197**2,nan,ois
"080198,080199",0.0119,0.00449,nannan,,R080199**2-R080198**2,nan,ois
"080198,080200",0.0935,0.012650000000000002,nannan,,R080200**2-R080198**2,nan,ois
"080198,080201",0.1245,0.01575,nannan,,R080201**2-R080198**2,nan,ois
"080198,080202",0.197,0.023000000000000003,nannan,,R080202**2-R080198**2,nan,ois
"080198,080203",0.2288,0.026180000000000002,nannan,,R080203**2-R080198**2,nan,ois
"080198,080204",0.2988,0.03318,nannan,,R080204**2-R080198**2,nan,ois
"080198,080205",0.3333,0.036629999999999996,nannan,,R080205**2-R080198**2,nan,ois
"080198,080206",0.3987,0.04317,nannan,,R080206**2-R080198**2,nan,ois
